Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,ZIP Code,SWIS Code,DEC Region,Spill Date,Received Date,Contributing Factor,Waterbody,Source,Close Date,Material Name,Material Family,Quantity,Units,Recovered
9706071,GETTY S/S #8 - GETTY PROPERTIES & MARKETING,75-41 YELLOWSTONE BLVD,,REGO PARK,Queens,,4101,2,8/19/1997,8/19/1997,Unknown,,Gasoline Station or other PBS Facility,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
9706071,GETTY S/S #8 - GETTY PROPERTIES & MARKETING,75-41 YELLOWSTONE BLVD,,REGO PARK,Queens,,4101,2,8/19/1997,8/19/1997,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
9706071,GETTY S/S #8 - GETTY PROPERTIES & MARKETING,75-41 YELLOWSTONE BLVD,,REGO PARK,Queens,,4101,2,8/19/1997,8/19/1997,Unknown,,Gasoline Station or other PBS Facility,,diesel,Petroleum,0,Gallons,0
310812,GETTY SERVICE STATION/HUNTS POINT ENTERPRISES,1081 LEGGETT AVENUE,,BRONX,Bronx,10474,301,2,12/19/2003,12/19/2003,Unknown,,Unknown,,diesel,Petroleum,0,Pounds,0
9714266,GETTY SVC #58415 - GETTY PROPERTIES,2001 GRAVESEND NECK ROAD,,BROOKLYN,Kings,,2401,2,3/24/1998,3/24/1998,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
330023,GETTY,75-41 YELLOWSTONE BLVD,,REGO PARK,Queens,,4101,2,7/30/2003,7/30/2003,Equipment Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
607041,GETTY,1081 LEGGETT AVENUE,,BRONX,Bronx,10474,301,2,9/19/2006,9/19/2006,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
607041,GETTY,1081 LEGGETT AVENUE,,BRONX,Bronx,10474,301,2,9/19/2006,9/19/2006,Other,,Gasoline Station or other PBS Facility,,#2 fuel oil,Petroleum,0,Gallons,0
9413245,GLENMORE PLAZA -NYCHA,108 CHRISTOPHER AVE,,BROOKLYN,Kings,,2401,2,1/4/1995,1/4/1995,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Pounds,0
9011751,GLENWOOD HOUSES -NYCHA,5913 GLENWOOD ROAD,,BROOKLYN,Kings,,2401,2,2/8/1991,2/8/1991,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,,0
202941,GOLD ST PURS UNIT #63,43 GOLD STREET,,BROOKLYN,Kings,,2401,2,6/20/2002,6/20/2002,Unknown,,Unknown,,unknown petroleum,Petroleum,0,Gallons,0
202893,GOLD ST PURS,43 GOLD STREET,,BROOKLYN,Kings,,2401,2,6/19/2002,6/19/2002,Unknown,,Unknown,,unknown petroleum,Petroleum,1,Gallons,0
202934,GOLD ST PURS,43 GOLD STREET,,BROOKLYN,Kings,,2401,2,6/20/2002,6/20/2002,Unknown,,Unknown,,unknown material,Other,0,Gallons,0
1206102,GOVERNERS ISLAND,GOVERNERS ISLAND,,MANHATTAN,New York,,3101,2,9/19/2012,9/19/2012,Unknown,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,0,,0
1510901,GOWANAS SUB STATION,27TH STREET AND 3RD AVE,,BROOKLYN,Richmond,,4301,2,2/11/2016,2/11/2016,Equipment Failure,,Commercial/Industrial,,transformer oil,Petroleum,9,Gallons,0
1215144,GOWANIS SUBSTATION,27TH STREET / 3 RD AVE,,BROOKLYN,Kings,,2401,2,1/31/2013,1/31/2013,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,10,Gallons,0
202983,GOWANUS SUBSTATION PH 2,27TH STREET & 3RD AVENUE,,BROOKLYN,Kings,,2401,2,6/21/2002,6/21/2002,Unknown,,Unknown,,unknown petroleum,Petroleum,0,Gallons,0
10574,GRAND CENTRAL STATION -NYCT,"#7 LINE, TRACK C2, COL 57",STEINWAY TUBE,MANHATTAN,New York,,3101,2,12/20/2000,12/20/2000,Unknown,,Unknown,,#4 fuel oil,Petroleum,0,Gallons,0
10574,GRAND CENTRAL STATION -NYCT,"#7 LINE, TRACK C2, COL 57",STEINWAY TUBE,MANHATTAN,New York,,3101,2,12/20/2000,12/20/2000,Unknown,,Unknown,,#6 fuel oil,Petroleum,0,Gallons,0
9412922,GRAVESEND HOUSES -NYCHA,2719 WEST 33RD STREET,,BROOKLYN,Kings,,2401,2,12/28/1994,12/28/1994,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
1703573,GREENWOOD SUBSTATION TRANSFORMER #5,253 23RD ST,,BROOKLYN,Kings,,2401,2,7/13/2017,7/13/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1710586,GREENWOOD SUBSTATION,258 23RD ST,,BROOKLYN,Kings,,2401,2,2/23/2018,2/23/2018,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,3,Gallons,0
1707792,GREENWOOD SUBSTATION,258 23RD ST,,BROOKLYN,Kings,,2401,2,11/14/2017,11/14/2017,Equipment Failure,,Commercial/Industrial,,transformer oil,Petroleum,0,,0
1708648,GREENWOOD SUBSTATION,258 23RD STREET,,BROOKLYN,Kings,,2401,2,12/14/2017,12/14/2017,Unknown,,Commercial/Industrial,,lead,Hazardous Material,104,Pounds,0
1401100,GROUND LEVEL TANK,1447 MACOMBS ROAD,,BRONX,Bronx,,301,2,5/2/2014,5/2/2014,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,20,Gallons,0
1701259,GROUND WATER - OER,436 FLUSHING AVE,,BROOKLYN,Kings,,2401,2,5/9/2017,5/9/2017,Unknown,,Commercial/Industrial,,unknown material,Other,0,,0
1711324,GROUND WATER AND SOIL,47-05 METROPOLITAN AVE,,QUEENS,Queens,11385,4101,2,3/13/2018,3/13/2018,Unknown,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1511769,GROUND WATER,100 RIVER ROAD,,ST ISLAND,Richmond,,4301,2,3/10/2016,3/10/2016,Unknown,,Commercial/Industrial,,unknown hazardous material,Hazardous Material,0,,0
1708686,GROUND WATER,357 BEACH 79TH STREET,,FAR ROCK AWAY,Queens,,4101,2,12/15/2017,12/15/2017,Unknown,,Commercial/Industrial,,unknown material,Other,0,,0
1405294,GROUND,862 EAST 139TH STREET,,BRONX,Kings,,2401,2,8/14/2014,8/15/2014,Unknown,,Unknown,,unknown petroleum,Petroleum,0,,0
1408472,GROUND,1815 OCEAN AVE,,BROOKLYN,Kings,,2401,2,10/22/2014,11/17/2014,Unknown,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1411737,GROUND,13-46 BEACH CHANNEL DRIVE,,FAR ROCK AWAY,Queens,,4101,2,3/16/2015,3/16/2015,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1504506,GROUNDWATER,202 NORTH 10TH ST,,BROOKLYN,Kings,,2401,2,7/28/2015,7/28/2015,Other,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1400223,GROUNDWATER,18-33 41ST ST,,QUEENS,Queens,,4101,2,4/7/2014,4/7/2014,Equipment Failure,,Private Dwelling,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
708553,GS - BOILER HOUSE A-RAVENSWOOD,3854 VERNON BLVD, ,LONG ISLAND CITY,Queens,,4101,2,11/6/2007,11/6/2007,Unknown,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,Gallons,0
1114388,GULF GAS STATION,30-75 21ST ST,,ASTORIA,Queens,,4101,2,3/27/2012,3/27/2012,Equipment Failure,,Gasoline Station or other PBS Facility,,#2 fuel oil,Petroleum,0,,0
9903045,GULF SERVICE STATION,224-01 NORTH CONDUIT AVE,,LAURELTON,Queens,,4101,2,6/16/1999,6/16/1999,Equipment Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
1800369,GULF STATION,152-06 NORTHERN BLVD,,FLUSHING,Queens,,4101,2,4/11/2018,4/11/2018,Equipment Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
313000,GULF/R&K GAS CORPORATION,700 POST AVE,,STATEN ISLAND,Richmond,,4301,2,2/25/2004,2/25/2004,Tank Test Failure,,Gasoline Station or other PBS Facility,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
313000,GULF/R&K GAS CORPORATION,700 POST AVE,,STATEN ISLAND,Richmond,,4301,2,2/25/2004,2/25/2004,Tank Test Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
313000,GULF/R&K GAS CORPORATION,700 POST AVE,,STATEN ISLAND,Richmond,,4301,2,2/25/2004,2/25/2004,Tank Test Failure,,Gasoline Station or other PBS Facility,,diesel,Petroleum,0,Gallons,0
1602773,GUN HILL BUS DEPOT,1900 BARTOW AVE,,BRONX,Bronx,,301,2,6/20/2016,6/20/2016,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
9000631,GUNHILL DEPOT-NYCT,190 BARTOW AVENUE,,NEW YORK CITY,Bronx,,301,2,4/18/1990,4/18/1990,Unknown,,Unknown,,diesel,Petroleum,100,Pounds,0
130050,GUNHILL DEPOT-NYCT,1805 EDSON AVENUE,,BRONX,Bronx,,301,2,1/31/1999,2/8/2002,Equipment Failure,,Commercial/Industrial,,antifreeze,Other,0,Gallons,0
130050,GUNHILL DEPOT-NYCT,1805 EDSON AVENUE,,BRONX,Bronx,,301,2,1/31/1999,2/8/2002,Equipment Failure,,Commercial/Industrial,,waste oil/used oil,Petroleum,0,Gallons,0
1708955,HAHN AUTO PARTS,127-12 ATLANTIC AVE,,QUEENS,Queens,,4101,2,12/27/2017,12/27/2017,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1708958,HALLETTS POINT BUILDING 2 & 3,26-40 1ST ST,,ASTORIA,Queens,,4101,2,12/27/2017,12/27/2017,Equipment Failure,,Commercial/Industrial,,other  -  water,Other,0,,0
302574,HAMILTON AVE. YARD (ASPH. PLANT) DOT -DDC,448 HAMILTON AVENUE,,BROOKLYN,Kings,,2401,2,6/10/2003,6/10/2003,Tank Test Failure,,Commercial/Industrial,,waste oil/used oil,Petroleum,0,,0
302574,HAMILTON AVE. YARD (ASPH. PLANT) DOT -DDC,448 HAMILTON AVENUE,,BROOKLYN,Kings,,2401,2,6/10/2003,6/10/2003,Tank Test Failure,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
9308573,HANGAR 10,JFK AIRPORT - HANGAR 10 @AMERICAN AIRLI,BUILDING 67,JAMAICA,Queens,,4101,2,10/14/1993,10/14/1993,Unknown,,Commercial/Industrial,,diesel,Petroleum,0,Pounds,0
306904,HARLEM HOSPITAL,506 LENOX AVENUE,,NEW YORK,New York,10037,3101,2,9/30/2003,9/30/2003,Unknown,,"Institutional, Educational, Gov., Other",,#6 fuel oil,Petroleum,0,Gallons,0
411042,HARLEM RIVER,EAST 116  STREET FDR DR,,MANHATTAN,New York,,3101,2,1/11/2005,1/11/2005,Other,HARLEM RIVER,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
210852,HARPER STREET REPAIR SHOP DOT -DDC,32-11 HARPER STREET,,FLUSHING,Queens,,4101,2,1/23/2003,1/29/2003,Other,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1601179,HARRISON PLACE SUB STATION,HARRISON PLACE AND FLUSHING AVE,,BROOKLYN,Kings,,2401,2,5/4/2016,5/5/2016,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,7.5,Gallons,0
1801164,HARVEY RESIDENCE,71 CARLTON AVE,,BROOKLYN,Kings,,2401,2,5/2/2018,5/2/2018,Deliberate,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1706137,HELLGATE NORTH SUBSTATION,880 EAST 134TH ST,,BRONX,Bronx,,301,2,9/23/2017,9/23/2017,Equipment Failure,,Transformer,,dielectric fluid,Petroleum,0,,0
1311545,HELLGATE STATION,880 EAST 134 ST,,BRONX,Bronx,,301,2,3/11/2014,3/11/2014,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,7,Gallons,0
1601926,HELLGATE SUBSTATION FEEDER LEAK,880 EAST 134 ST,,BRONX,Bronx,,301,2,5/25/2016,5/25/2016,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,"1,060",Gallons,0
1701116,HENDERSON RESIDENCE,1820 ALBANY AVE,,BROOKLYN,Kings,,2401,2,5/4/2017,5/4/2017,Unknown,,Unknown,,#2 fuel oil,Petroleum,5,Gallons,0
9809054,HERTZ RENT A CAR (A 1901),LAGUARDIA BLDG 22,,FLUSHING,Queens,,4101,2,10/20/1998,10/20/1998,Unknown,,"Institutional, Educational, Gov., Other",,gasoline,Petroleum,0,Gallons,0
9002896,HESS TERMINAL,722 COURT STREET,,BROOKLYN,Kings,,2401,2,6/12/1990,6/13/1990,Equipment Failure,,"Major Facility (MOSF) > 400,000 gal",,#6 fuel oil,Petroleum,0,Gallons,0
1704901,HIGH RISE BUILDING,61 BEAVER ST,,MANHATTEN,New York,,3101,2,8/16/2017,8/16/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0.1,Gallons,0
1604198,HIGH RISE,150 EAST 37 ST,,NEW YORK,New York,,3101,2,7/27/2016,7/27/2016,Equipment Failure,,Private Dwelling,,#4 fuel oil,Petroleum,0,Gallons,0
9708949,HIGHBRIDGE HOUSES -NYCHA,1105 UNIVERSITY AVE,,BRONX,Bronx,,301,2,10/31/1997,10/31/1997,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
9900836,HIGHBRIDGE YARD,HIGHBRIDGE YD DEPOT,,BRONX,Bronx,,301,2,4/22/1999,4/22/1999,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1105428,HOLLISWOOD CARE CENTER INC,195-44 WOODHULL AVENUE,"HOLLIS, NY 11423",HOLLIS,Queens,11423,4101,2,5/11/2011,8/12/2011,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
1509154,HOLY TRINITY CATHOLIC SCHOOL,14-45 143RD ST,,WHITESTONE,Queens,,4101,2,12/8/2015,12/8/2015,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,,0
1409716,HOME,108-20 48TH AVENUE,,CORONA,Queens,,4101,2,12/30/2014,12/30/2014,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
1802813,HOME,294 HOYT ST,,BROOKLYN,Kings,,2401,2,6/12/2018,6/12/2018,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0.5,Gallons,0
1508871,HOME,3213 FAIRMOUNT AVE,,BRONX,Bronx,,301,2,11/30/2015,11/30/2015,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
1708376,HOME,3144 MICKLE AVE,,BRONX,Bronx,,301,2,12/5/2017,12/5/2017,Unknown,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
1611263,HOME,3951 AMUNDSON AVE,,BRONX,Bronx,,301,2,3/15/2017,3/16/2017,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,5,Gallons,0
1108129,HOMELES SHELTER,1 SCHWARTZ BUILDING,1 KEENER BUILDING,WARDS ISLAND,New York,,3101,2,9/26/2011,9/26/2011,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1803081,HOSP CHILLER PLANT,165th & riverside dr,,manhattan,New York,,3101,2,6/19/2018,6/19/2018,Equipment Failure,,Commercial/Industrial,,lube oil,Petroleum,6,Gallons,0
106243,HOSPITAL FOR JOINT DISEAS,301 EAST 17TH ST,,NEW YORK,New York,,3101,2,9/13/2001,9/13/2001,Unknown,,"Institutional, Educational, Gov., Other",,diesel,Petroleum,0,Gallons,0
109068,HOUSING - 1 BEACH 105TH ST,1 BEACH 105TH ST,,FAR ROCKAWAY,Queens,,4101,2,12/12/2001,12/12/2001,Equipment Failure,,Private Dwelling,,#6 fuel oil,Petroleum,0,Gallons,0
913352,HUDSON AVE GENERATING STATION - PUMP HOUSE 6,1-11 HUDSON AVE,,BROOKLYN,Kings,,2401,2,3/18/2010,3/18/2010,Equipment Failure,,Commercial/Industrial,,other  -  transmission feeder fluid,Other,0.6,Gallons,0
110167,HUDSON AVE STATION,1-11 HUDSON AVENUE, ,BROOKLYN,Kings,,2401,2,1/22/2002,1/23/2002,Unknown,,Unknown,,unknown material,Other,0,Gallons,0
102489,HUDSON RIVER PARK,12TH AVE & 57TH ST,,MANHATTAN,New York,,3101,2,6/5/2001,6/5/2001,Unknown,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,0,Gallons,0
9708802,HUGUENOT SERVICE STATION,5290 AMBOY RD,,STATEN ISLAND,Richmond,,4301,2,9/1/1997,10/28/1997,Deliberate,,Gasoline Station or other PBS Facility,,unknown petroleum,Petroleum,0,Gallons,0
1214400,HURRICANE SANDY FUEL SPILL TO BASEMENT,1511 EMMONS AVENUE,,BROOKLYN,Kings,,2401,2,1/8/2013,1/8/2013,Storm,,Private Dwelling,,unknown petroleum,Petroleum,0,,0
1212455,HURRICANE SANDY OUTSIDE ODOR OF FUEL,423 BEACH 123RD ST,,BELL HARBOR,Queens,,4101,2,11/23/2012,11/23/2012,Storm,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
9510842,HUTCHINSON RIVER PARKWAY NORTHBOUND DPR,1320 HUTCHINSON RIVER PKWY NORTHBOUND,,BRONX,Bronx,,301,2,11/28/1995,11/28/1995,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
310586,ICON PARKING GARAGE,47 EAST 21ST ST,,NYC,New York,10010,3101,2,11/25/2003,12/12/2003,Equipment Failure,,"Institutional, Educational, Gov., Other",,gasoline,Petroleum,0,Pounds,0
9006069,IFO WATER CLUB,EAST 30 ST & FDR DRIVE,,NEW YORK CITY,New York,,3101,2,9/1/1990,9/1/1990,Unknown,,Unknown,,#6 fuel oil,Petroleum,40,Gallons,0
1310768,IMMACULATE CONCEPTION CHURCH,86-45 178TH STREET,AKA   86-45 EDGERTON,QUEENS,Queens,,4101,2,2/12/2014,2/13/2014,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,50,Gallons,0
208071,IN A GARAGE,4168 9TH AV,,MANHATTAN,New York,10034,3101,2,11/4/2002,11/4/2002,Equipment Failure,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,0,Gallons,0
109789,IN DRIVEWAY OF           ,1808 PITMAN AVE,,BRONX,Bronx,,301,2,1/7/2002,1/9/2002,Unknown,,Unknown,,#2 fuel oil,Petroleum,0,Gallons,0
1609602,IN EXCAVTION,52-09 31ST PLACE,,QUEENS,Queens,,4101,2,1/17/2017,1/17/2017,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1802832,IN FACILITY,571 WEST 41ST ST,42ND STREET SUBSTATION,MANHATTAN,New York,,3101,2,6/12/2018,6/12/2018,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1708269,IN FACILITY/REACTOR 12,89 JOHNS ST,,BROOKLYN,Kings,,2401,2,12/1/2017,12/1/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,5,Gallons,0
1501255,IN FRONT OF,115 WEST 106TH ST,,MANHATTAN,New York,,3101,2,5/5/2015,5/5/2015,Unknown,,Commercial/Industrial,,unknown material,Other,1,Gallons,0
1710570,IN LOT NEAR OLD VAULT,EAST 105TH ST AND FERRAGAUT RD,,BROOKLYN,Kings,,2401,2,2/23/2018,2/23/2018,Other,,Transformer,,dielectric fluid,Petroleum,1,Gallons,0
1702593,IN ROAD,2011 CICERO AVE,,BRONX,Bronx,,301,2,6/15/2017,6/15/2017,Equipment Failure,,Commercial Vehicle,,hydraulic oil,Petroleum,1.5,Gallons,0
1704711,IN ROAD,W 81ST AND W 82ND,,MANHATTAN,New York,,3101,2,8/10/2017,8/10/2017,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,1,Gallons,0
1801846,IN ROAD,15511 LIBERTY AVE,,JAMAICA,Queens,,4101,2,5/17/2018,5/17/2018,Equipment Failure,,Commercial/Industrial,,waste oil/used oil,Petroleum,10,Gallons,0
1702595,IN ROAD,WEST 62ND ST WEST END AVE,,MANHATTAN,New York,,3101,2,6/15/2017,6/15/2017,Other,,Commercial/Industrial,,asbestos,Hazardous Material,1,Pounds,0
1509347,IN SIDE SERVICE CENTER,1615 BRONXDALE AVE,,BRONX,Bronx,,301,2,12/14/2015,12/14/2015,Unknown,,Commercial/Industrial,,unknown material,Other,0,,0
1706148,IN THE BASEMENT,558 MORRIS AVE,,BRONX,Bronx,,301,2,9/24/2017,9/24/2017,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,10,Gallons,0
1703644,IN THE SOIL - OER,722 METROPOLITAN AVE,,BROOKLYN,Kings,,2401,2,6/26/2017,7/14/2017,Equipment Failure,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1700202,IN THE SOIL,442 PRESIDENT STREET,,BROOKLYN,Kings,,2401,2,4/6/2017,4/6/2017,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1706043,IN THE SOIL,202-06 HILLSIDE AVE,,HOLLIS,Queens,,4101,2,5/1/2017,9/20/2017,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1709555,IN YARD,55-70 47TH STREET,AKA 55-70 48TH STREET,MASPETH,Queens,,4101,2,1/18/2018,1/18/2018,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,,0
1009299,INDUSTRIAL PROPERTY,2170 MILL AVE,,BROOKLYN,Kings,,2401,2,11/29/2010,11/29/2010,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
602846,INDUSTRIAL PROPERTY,46-02 VERNON BLVD, ,LONG ISLAND,Queens,,4101,2,6/14/2006,6/14/2006,Other,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,0,Gallons,0
1500739,INDUSTRIAL PROPERTY,5-21 46TH RD,,LONG ISLAND CITY,Queens,,4101,2,4/21/2015,4/21/2015,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1511770,INDUSTRIAL SITE,5600 1ST AVE,,BROOKLYN,Kings,,2401,2,3/10/2016,3/10/2016,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
1611653,INDUSTRIAL,360 KINGS LAND AVE,,BROOKLYN,Kings,,2401,2,3/30/2017,3/30/2017,Unknown,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,0,,0
1701918,INDUSTRIAL,571 WEST 41TH ST,,MANHATTAN,New York,,3101,2,5/27/2017,5/28/2017,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
9302408,INGERSOLL HOUSES -NYCHA,25 MONUMENT WALK,,BROOKLYN,Kings,,2401,2,5/21/1993,5/21/1993,Unknown,,"Institutional, Educational, Gov., Other",,#6 fuel oil,Petroleum,0,,0
1708039,INSIDE BASEMENT,2166 BRONX PARK EAST,,BRONX,Bronx,10462,301,2,11/22/2017,11/22/2017,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,"1,000",Gallons,0
1312137,INSIDE BUILDING/BLUE STONE,419 EAST 63RD,,NEW YORK,New York,,3101,2,3/27/2014,3/27/2014,Equipment Failure,,Commercial/Industrial,,transformer oil,Petroleum,10,,0
1412159,INSIDE RESIDENCE FROM OUTSIDE SOURCE,3647 JOHNSON AVE,,BRONX,Bronx,,301,2,3/20/2015,3/27/2015,Unknown,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1801905,INSIDE,35-58 VERNON BLVD,,QUEENS,Queens,,4101,2,5/18/2018,5/18/2018,Unknown,,Commercial/Industrial,,lead,Hazardous Material,13.73,Pounds,0
1101592,INTERMEDIATE SCHOOL 14,2424 BATCHELDER ST,,BROOKLYN,Kings,,2401,2,5/12/2011,5/12/2011,Unknown,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,0,Gallons,0
1706552,INTERSECTION,WEST END AVE 99TH ST,,MANHATTAN,New York,,3101,2,10/5/2017,10/5/2017,Unknown,,Commercial/Industrial,,unknown material,Other,0,,0
9112059,JIFFY LUBE,51-01 NORTHERN BLVD,(FORMER GAS MART),WOODSIDE,Queens,,4101,2,2/24/1992,2/24/1992,Unknown,,Unknown,,gasoline,Petroleum,20,Gallons,0
9212885,ISAACS HOUSES -NYCHA,1806 FIRST AVE,,MANHATTAN,New York,,3101,2,2/2/1993,2/16/1993,Unknown,,"Institutional, Educational, Gov., Other",,#4 fuel oil,Petroleum,15,Gallons,0
1202509,J AND S SUPPLY,38-60 REVIEW AVE,,LONG ISLAND CITY,Queens,,4101,2,6/13/2012,6/13/2012,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1702073,JACKIE ROB REC CENTER,89 BRADHURST AVE,,NY,New York,,3101,2,6/1/2017,6/1/2017,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,,0
9500770,JACKSON HOUSES -NYCHA,300 EAST 158TH STREET,,BRONX,Bronx,,301,2,4/19/1995,4/19/1995,Tank Test Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
9010039,JAMAICA BUS DEPOT - NYCT,165-18 SOUTH RD,,JAMAICA,Queens,11433,4101,2,12/14/1990,12/14/1990,Tank Test Failure,,"Institutional, Educational, Gov., Other",,diesel,Petroleum,0,Pounds,0
9415894,JAMAICA SUB STA.,137-31 91ST AVENUE,,JAMAICA,Queens,,4101,2,3/8/1995,3/8/1995,Equipment Failure,,Commercial/Industrial,,unknown petroleum,Petroleum,100,Gallons,0
9415894,JAMAICA SUB STA.,137-31 91ST AVENUE,,JAMAICA,Queens,,4101,2,3/8/1995,3/8/1995,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,,0
1311527,JAMAICA SUBSTATION,137-30 91ST AVE,,JAMAICA,Queens,,4101,2,3/11/2014,3/11/2014,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,780,Gallons,0
8404004,JAY ST/CONCORD ST,JAY ST/CONCORD ST,,BROOKLYN,Kings,,2401,2,10/4/1984,5/4/1995,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,"3,000",Gallons,0
1502910,JB HOLDING CORP,118-09 83RD AVE,,KEW GARDENS,Queens,,4101,2,6/16/2015,6/16/2015,Equipment Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,15,Gallons,0
1213423,JEWISH MUSEUM,1109 5th ave,,new york,New York,,3101,2,12/11/2012,12/11/2012,Equipment Failure,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,,0
1709176,JFK AIRPORT,HANGAR 10,,JAMAICA,Queens,,4101,2,1/7/2018,1/7/2018,Equipment Failure,,Commercial/Industrial,,fire retardant foam,Other,"5,600",Gallons,0
1114383,JFK TERMINAL 6 WELL MW15,JFK AIRPORT, ,QUEENS,Queens,,4101,2,3/27/2012,3/27/2012,Unknown,,Commercial/Industrial,,unknown material,Other,0,,0
9501919,JFKIA - BUILDING 110  (TRIANGLE),JFK AIRPORT - JFKIA - BUILDING 110  (TRIANGLE),BUILDING 67,JAMAICA,Queens,,4101,2,5/15/1995,5/16/1995,Unknown,,Commercial/Industrial,,diesel,Petroleum,0,Gallons,0
